MPG,Cylinder,Displacement,Horsepower,Weight,Acceleration,Model Year,Car Name,Origin_1,Origin_2,Origin_3
0.07978723404255318,8,383.0,180.0,4955.0,11.5,71,dodge monaco (sw),True,False,False
0.10638297872340426,8,400.0,170.0,4746.0,12.0,71,ford country squire (sw),True,False,False
0.10638297872340426,8,400.0,175.0,5140.0,12.0,71,pontiac safari (sw),True,False,False
0.23936170212765956,6,258.0,110.0,2962.0,13.5,71,amc hornet sportabout (sw),True,False,False
0.3457446808510638,4,140.0,72.0,2408.0,19.0,71,chevrolet vega (sw),True,False,False
0.26595744680851063,6,250.0,100.0,3282.0,15.0,71,pontiac firebird,True,False,False
0.23936170212765956,6,250.0,88.0,3139.0,14.5,71,ford mustang,True,False,False
0.3723404255319149,4,122.0,86.0,2220.0,14.0,71,mercury capri 2000,True,False,False
0.5053191489361702,4,116.0,90.0,2123.0,14.0,71,opel 1900,False,True,False
0.5585106382978723,4,79.0,70.0,2074.0,19.5,71,peugeot 304,False,True,False
0.5585106382978723,4,88.0,76.0,2065.0,14.5,71,fiat 124b,False,True,False
0.5851063829787234,4,71.0,65.0,1773.0,19.0,71,toyota corolla 1200,False,False,True
0.6914893617021276,4,72.0,69.0,1613.0,18.0,71,datsun 1200,False,False,True
0.4787234042553191,4,97.0,60.0,1834.0,19.0,71,volkswagen model 111,False,True,False
0.45212765957446804,4,91.0,70.0,1955.0,20.5,71,plymouth cricket,True,False,False
0.39893617021276595,4,113.0,95.0,2278.0,15.5,72,toyota corona hardtop,False,False,True
0.425531914893617,4,97.5,80.0,2126.0,17.0,72,dodge colt hardtop,True,False,False
0.3723404255319149,4,97.0,54.0,2254.0,23.5,72,volkswagen type 3,False,True,False
0.2925531914893617,4,140.0,90.0,2408.0,19.5,72,chevrolet vega,True,False,False
0.3191489361702127,4,122.0,86.0,2226.0,16.5,72,ford pinto runabout,True,False,False
0.10638297872340426,8,350.0,165.0,4274.0,12.0,72,chevrolet impala,True,False,False
0.13297872340425532,8,400.0,175.0,4385.0,12.0,72,pontiac catalina,True,False,False
0.15957446808510636,8,318.0,150.0,4135.0,13.5,72,plymouth fury iii,True,False,False
0.13297872340425532,8,351.0,153.0,4129.0,13.0,72,ford galaxie 500,True,False,False
0.2127659574468085,8,304.0,150.0,3672.0,11.5,72,amc ambassador sst,True,False,False
0.05319148936170213,8,429.0,208.0,4633.0,11.0,72,mercury marquis,True,False,False
0.10638297872340426,8,350.0,155.0,4502.0,13.5,72,buick lesabre custom,True,False,False
0.07978723404255318,8,350.0,160.0,4456.0,13.5,72,oldsmobile delta 88 royale,True,False,False
0.10638297872340426,8,400.0,190.0,4422.0,12.5,72,chrysler newport royal,True,False,False
0.26595744680851063,3,70.0,97.0,2330.0,13.5,72,mazda rx2 coupe,False,False,True
0.15957446808510636,8,304.0,150.0,3892.0,12.5,72,amc matador (sw),True,False,False
0.10638297872340426,8,307.0,130.0,4098.0,14.0,72,chevrolet chevelle concours (sw),True,False,False
0.10638297872340426,8,302.0,140.0,4294.0,16.0,72,ford gran torino (sw),True,False,False
0.13297872340425532,8,318.0,150.0,4077.0,14.0,72,plymouth satellite custom (sw),True,False,False
0.23936170212765956,4,121.0,112.0,2933.0,14.5,72,volvo 145e (sw),False,True,False
0.3457446808510638,4,121.0,76.0,2511.0,18.0,72,volkswagen 411 (sw),False,True,False
0.3191489361702127,4,120.0,87.0,2979.0,19.5,72,peugeot 504 (sw),False,True,False
0.45212765957446804,4,96.0,69.0,2189.0,18.0,72,renault 12 (sw),False,True,False
0.3457446808510638,4,122.0,86.0,2395.0,16.0,72,ford pinto (sw),True,False,False
0.5053191489361702,4,97.0,92.0,2288.0,17.0,72,datsun 510 (sw),False,False,True
0.3723404255319149,4,120.0,97.0,2506.0,14.5,72,toyouta corona mark ii (sw),False,False,True
0.5053191489361702,4,98.0,80.0,2164.0,15.0,72,dodge colt (sw),True,False,False
0.4787234042553191,4,97.0,88.0,2100.0,16.5,72,toyota corolla 1600 (sw),False,False,True
0.10638297872340426,8,350.0,175.0,4100.0,13.0,73,buick century 350,True,False,False
0.13297872340425532,8,304.0,150.0,3672.0,11.5,73,amc matador,True,False,False
0.10638297872340426,8,350.0,145.0,3988.0,13.0,73,chevrolet malibu,True,False,False
0.13297872340425532,8,302.0,137.0,4042.0,14.5,73,ford gran torino,True,False,False
0.15957446808510636,8,318.0,150.0,3777.0,12.5,73,dodge coronet custom,True,False,False
0.07978723404255318,8,429.0,198.0,4952.0,11.5,73,mercury marquis brougham,True,False,False
0.10638297872340426,8,400.0,150.0,4464.0,12.0,73,chevrolet caprice classic,True,False,False
0.10638297872340426,8,351.0,158.0,4363.0,13.0,73,ford ltd,True,False,False
0.13297872340425532,8,318.0,150.0,4237.0,14.5,73,plymouth fury gran sedan,True,False,False
0.10638297872340426,8,440.0,215.0,4735.0,11.0,73,chrysler new yorker brougham,True,False,False
0.07978723404255318,8,455.0,225.0,4951.0,11.0,73,buick electra 225 custom,True,False,False
0.10638297872340426,8,360.0,175.0,3821.0,11.0,73,amc ambassador brougham,True,False,False
0.23936170212765956,6,225.0,105.0,3121.0,16.5,73,plymouth valiant,True,False,False
0.18617021276595744,6,250.0,100.0,3278.0,18.0,73,chevrolet nova custom,True,False,False
0.23936170212765956,6,232.0,100.0,2945.0,16.0,73,amc hornet,True,False,False
0.23936170212765956,6,250.0,88.0,3021.0,16.5,73,ford maverick,True,False,False
0.3723404255319149,6,198.0,95.0,2904.0,16.0,73,plymouth duster,True,False,False
0.45212765957446804,4,97.0,46.0,1950.0,21.0,73,volkswagen super beetle,False,True,False
0.05319148936170213,8,400.0,150.0,4997.0,14.0,73,chevrolet impala,True,False,False
0.07978723404255318,8,400.0,167.0,4906.0,12.5,73,ford country,True,False,False
0.10638297872340426,8,360.0,170.0,4654.0,13.0,73,plymouth custom suburb,True,False,False
0.07978723404255318,8,350.0,180.0,4499.0,12.5,73,oldsmobile vista cruiser,True,False,False
0.23936170212765956,6,232.0,100.0,2789.0,15.0,73,amc gremlin,True,False,False
0.2925531914893617,4,97.0,88.0,2279.0,19.0,73,toyota carina,False,False,True
0.3191489361702127,4,140.0,72.0,2401.0,19.5,73,chevrolet vega,True,False,False
0.3457446808510638,4,108.0,94.0,2379.0,16.5,73,datsun 610,False,False,True
0.23936170212765956,3,70.0,90.0,2124.0,13.5,73,maxda rx3,False,False,True
0.26595744680851063,4,122.0,85.0,2310.0,18.5,73,ford pinto,True,False,False
0.3191489361702127,6,155.0,107.0,2472.0,14.0,73,mercury capri v6,True,False,False
0.45212765957446804,4,98.0,90.0,2265.0,15.5,73,fiat 124 sport coupe,False,True,False
0.15957446808510636,8,350.0,145.0,4082.0,13.0,73,chevrolet monte carlo s,True,False,False
0.18617021276595744,8,400.0,230.0,4278.0,9.5,73,pontiac grand prix,True,False,False
0.5319148936170213,4,68.0,49.0,1867.0,19.5,73,fiat 128,False,True,False
0.39893617021276595,4,116.0,75.0,2158.0,15.5,73,opel manta,False,True,False
0.2925531914893617,4,114.0,91.0,2582.0,14.0,73,audi 100ls,False,True,False
0.26595744680851063,4,121.0,112.0,2868.0,15.5,73,volvo 144ea,False,True,False
0.15957446808510636,8,318.0,150.0,3399.0,11.0,73,dodge dart custom,True,False,False
0.39893617021276595,4,121.0,110.0,2660.0,14.0,73,saab 99le,False,True,False
0.2925531914893617,6,156.0,122.0,2807.0,13.5,73,toyota mark ii,False,False,True
0.05319148936170213,8,350.0,180.0,3664.0,11.0,73,oldsmobile omega,True,False,False
0.2925531914893617,6,198.0,95.0,3102.0,16.5,74,plymouth duster,True,False,False
0.3191489361702127,6,200.0,104.46938775510205,2875.0,17.0,74,ford maverick,True,False,False
0.26595744680851063,6,232.0,100.0,2901.0,16.0,74,amc hornet,True,False,False
0.15957446808510636,6,250.0,100.0,3336.0,17.0,74,chevrolet nova,True,False,False
0.5851063829787234,4,79.0,67.0,1950.0,19.0,74,datsun b210,False,False,True
0.45212765957446804,4,122.0,80.0,2451.0,16.5,74,ford pinto,True,False,False
0.6117021276595744,4,71.0,65.0,1836.0,21.0,74,toyota corolla 1200,False,False,True
0.425531914893617,4,140.0,75.0,2542.0,17.0,74,chevrolet vega,True,False,False
0.18617021276595744,6,250.0,100.0,3781.0,17.0,74,chevrolet chevelle malibu classic,True,False,False
0.18617021276595744,6,258.0,110.0,3632.0,18.0,74,amc matador,True,False,False
0.23936170212765956,6,225.0,105.0,3613.0,16.5,74,plymouth satellite sebring,True,False,False
0.18617021276595744,8,302.0,140.0,4141.0,14.0,74,ford gran torino,True,False,False
0.10638297872340426,8,350.0,150.0,4699.0,14.5,74,buick century luxus (sw),True,False,False
0.13297872340425532,8,318.0,150.0,4457.0,13.5,74,dodge coronet custom (sw),True,False,False
0.13297872340425532,8,302.0,140.0,4638.0,16.0,74,ford gran torino (sw),True,False,False
0.13297872340425532,8,304.0,150.0,4257.0,15.5,74,amc matador (sw),True,False,False
0.5319148936170213,4,98.0,83.0,2219.0,16.5,74,audi fox,False,True,False
0.45212765957446804,4,79.0,67.0,1963.0,15.5,74,volkswagen dasher,False,True,False
0.45212765957446804,4,97.0,78.0,2300.0,14.5,74,opel manta,False,True,False
0.5851063829787234,4,76.0,52.0,1649.0,16.5,74,toyota corona,False,False,True
0.6117021276595744,4,83.0,61.0,2003.0,19.0,74,datsun 710,False,False,True
0.5053191489361702,4,90.0,75.0,2125.0,14.5,74,dodge colt,True,False,False
0.39893617021276595,4,90.0,75.0,2108.0,15.5,74,fiat 128,False,True,False
0.45212765957446804,4,116.0,75.0,2246.0,14.0,74,fiat 124 tc,False,True,False
0.39893617021276595,4,120.0,97.0,2489.0,15.0,74,honda civic,False,False,True
0.45212765957446804,4,108.0,93.0,2391.0,15.5,74,subaru,False,False,True
0.5851063829787234,4,79.0,67.0,2000.0,16.0,74,fiat x1.9,False,True,False
0.26595744680851063,6,225.0,95.0,3264.0,16.0,75,plymouth valiant custom,True,False,False
0.23936170212765956,6,250.0,105.0,3459.0,16.0,75,chevrolet nova,True,False,False
0.15957446808510636,6,250.0,72.0,3432.0,21.0,75,mercury monarch,True,False,False
0.15957446808510636,6,250.0,72.0,3158.0,19.5,75,ford maverick,True,False,False
0.18617021276595744,8,400.0,170.0,4668.0,11.5,75,pontiac catalina,True,False,False
0.15957446808510636,8,350.0,145.0,4440.0,14.0,75,chevrolet bel air,True,False,False
0.18617021276595744,8,318.0,150.0,4498.0,14.5,75,plymouth grand fury,True,False,False
0.13297872340425532,8,351.0,148.0,4657.0,13.5,75,ford ltd,True,False,False
0.2127659574468085,6,231.0,110.0,3907.0,21.0,75,buick century,True,False,False
0.18617021276595744,6,250.0,105.0,3897.0,18.5,75,chevroelt chevelle malibu,True,False,False
0.15957446808510636,6,258.0,110.0,3730.0,19.0,75,amc matador,True,False,False
0.23936170212765956,6,225.0,95.0,3785.0,19.0,75,plymouth fury,True,False,False
0.3191489361702127,6,231.0,110.0,3039.0,15.0,75,buick skyhawk,True,False,False
0.2925531914893617,8,262.0,110.0,3221.0,13.5,75,chevrolet monza 2+2,True,False,False
0.10638297872340426,8,302.0,129.0,3169.0,12.0,75,ford mustang ii,True,False,False
0.5319148936170213,4,97.0,75.0,2171.0,16.0,75,toyota corolla,False,False,True
0.3723404255319149,4,140.0,83.0,2639.0,17.0,75,ford pinto,True,False,False
0.2925531914893617,6,232.0,100.0,2914.0,16.0,75,amc gremlin,True,False,False
0.3723404255319149,4,140.0,78.0,2592.0,18.5,75,pontiac astro,True,False,False
0.39893617021276595,4,134.0,96.0,2702.0,13.5,75,toyota corona,False,False,True
0.425531914893617,4,90.0,71.0,2223.0,16.5,75,volkswagen dasher,False,True,False
0.39893617021276595,4,119.0,97.0,2545.0,17.0,75,datsun 710,False,False,True
0.23936170212765956,6,171.0,97.0,2984.0,14.5,75,ford pinto,True,False,False
0.5319148936170213,4,90.0,70.0,1937.0,14.0,75,volkswagen rabbit,False,True,False
0.26595744680851063,6,232.0,90.0,3211.0,17.0,75,amc pacer,True,False,False
0.3723404255319149,4,115.0,95.0,2694.0,15.0,75,audi 100ls,False,True,False
0.3723404255319149,4,120.0,88.0,2957.0,17.0,75,peugeot 504,False,True,False
0.3457446808510638,4,121.0,98.0,2945.0,14.5,75,volvo 244dl,False,True,False
0.425531914893617,4,121.0,115.0,2671.0,13.5,75,saab 99le,False,True,False
0.6382978723404255,4,91.0,53.0,1795.0,17.5,75,honda civic cvcc,False,False,True
0.5053191489361702,4,107.0,86.0,2464.0,15.5,76,fiat 131,False,True,False
0.425531914893617,4,116.0,81.0,2220.0,16.9,76,opel 1900,False,True,False
0.425531914893617,4,140.0,92.0,2572.0,14.9,76,capri ii,True,False,False
0.45212765957446804,4,98.0,79.0,2255.0,17.7,76,dodge colt,True,False,False
0.4787234042553191,4,101.0,83.0,2202.0,15.3,76,renault 12tl,False,True,False
0.22606382978723402,8,305.0,140.0,4215.0,13.0,76,chevrolet chevelle malibu classic,True,False,False
0.18617021276595744,8,318.0,150.0,4190.0,13.0,76,dodge coronet brougham,True,False,False
0.1728723404255319,8,304.0,120.0,3962.0,13.9,76,amc matador,True,False,False
0.14627659574468085,8,351.0,152.0,4215.0,12.8,76,ford gran torino,True,False,False
0.3457446808510638,6,225.0,100.0,3233.0,15.4,76,plymouth valiant,True,False,False
0.3457446808510638,6,250.0,105.0,3353.0,14.5,76,chevrolet nova,True,False,False
0.39893617021276595,6,200.0,81.0,3012.0,17.6,76,ford maverick,True,False,False
0.35904255319148937,6,232.0,90.0,3085.0,17.6,76,amc hornet,True,False,False
0.5319148936170213,4,85.0,52.0,2035.0,22.2,76,chevrolet chevette,True,False,False
0.41223404255319146,4,98.0,60.0,2164.0,22.1,76,chevrolet woody,True,False,False
0.5319148936170213,4,90.0,70.0,1937.0,14.2,76,vw rabbit,False,True,False
0.6382978723404255,4,91.0,53.0,1795.0,17.4,76,honda civic,False,False,True
0.2925531914893617,6,225.0,100.0,3651.0,17.7,76,dodge aspen se,True,False,False
0.23936170212765956,6,250.0,78.0,3574.0,21.0,76,ford granada ghia,True,False,False
0.2526595744680851,6,250.0,110.0,3645.0,16.2,76,pontiac ventura sj,True,False,False
0.22606382978723402,6,258.0,95.0,3193.0,17.8,76,amc pacer d/l,True,False,False
0.5452127659574468,4,97.0,71.0,1825.0,12.2,76,volkswagen rabbit,False,True,False
0.6117021276595744,4,85.0,70.0,1990.0,17.0,76,datsun b-210,False,False,True
0.5053191489361702,4,97.0,75.0,2155.0,16.4,76,toyota corolla,False,False,True
0.4654255319148936,4,140.0,72.0,2565.0,13.6,76,ford pinto,True,False,False
0.2925531914893617,4,130.0,102.0,3150.0,15.7,76,volvo 245,False,True,False
0.10638297872340426,8,318.0,150.0,3940.0,13.2,76,plymouth volare premier v8,True,False,False
0.26595744680851063,4,120.0,88.0,3270.0,21.9,76,peugeot 504,False,True,False
0.26595744680851063,6,156.0,108.0,2930.0,15.5,76,toyota mark ii,False,False,True
0.19946808510638298,6,168.0,120.0,3820.0,16.7,76,mercedes-benz 280s,False,True,False
0.19946808510638298,8,350.0,180.0,4380.0,12.1,76,cadillac seville,True,False,False
0.10638297872340426,8,350.0,145.0,4055.0,12.0,76,chevy c10,True,False,False
0.10638297872340426,8,302.0,130.0,3870.0,15.0,76,ford f108,True,False,False
0.10638297872340426,8,318.0,150.0,3755.0,14.0,76,dodge d100,True,False,False
0.5984042553191489,4,98.0,68.0,2045.0,18.5,77,honda accord cvcc,False,False,True
0.5585106382978723,4,111.0,80.0,2155.0,14.8,77,buick opel isuzu deluxe,True,False,False
0.7180851063829787,4,79.0,58.0,1825.0,18.6,77,renault 5 gtl,False,True,False
0.43882978723404253,4,122.0,96.0,2300.0,15.5,77,plymouth arrow gs,True,False,False
0.651595744680851,4,85.0,70.0,1945.0,16.8,77,datsun f-10 hatchback,False,False,True
0.22606382978723402,8,305.0,145.0,3880.0,12.5,77,chevrolet caprice classic,True,False,False
0.2127659574468085,8,260.0,110.0,4060.0,19.0,77,oldsmobile cutlass supreme,True,False,False
0.1728723404255319,8,318.0,145.0,4140.0,13.7,77,dodge monaco brougham,True,False,False
0.15957446808510636,8,302.0,130.0,4295.0,14.9,77,mercury cougar brougham,True,False,False
0.22606382978723402,6,250.0,110.0,3520.0,16.4,77,chevrolet concours,True,False,False
0.3058510638297872,6,231.0,105.0,3425.0,16.9,77,buick skylark,True,False,False
0.26595744680851063,6,225.0,100.0,3630.0,17.7,77,plymouth volare custom,True,False,False
0.2526595744680851,6,250.0,98.0,3525.0,19.0,77,ford granada,True,False,False
0.18617021276595744,8,400.0,180.0,4220.0,11.1,77,pontiac grand prix lj,True,False,False
0.1728723404255319,8,350.0,170.0,4165.0,11.4,77,chevrolet monte carlo landau,True,False,False
0.1728723404255319,8,400.0,190.0,4325.0,12.2,77,chrysler cordoba,True,False,False
0.18617021276595744,8,351.0,149.0,4335.0,14.5,77,ford thunderbird,True,False,False
0.5319148936170213,4,97.0,78.0,1940.0,14.5,77,volkswagen rabbit custom,False,True,False
0.41223404255319146,4,151.0,88.0,2740.0,16.0,77,pontiac sunbird coupe,True,False,False
0.45212765957446804,4,97.0,75.0,2265.0,18.2,77,toyota corolla liftback,False,False,True
0.43882978723404253,4,140.0,89.0,2755.0,15.8,77,ford mustang ii 2+2,True,False,False
0.5718085106382979,4,98.0,63.0,2051.0,17.0,77,chevrolet chevette,True,False,False
0.651595744680851,4,98.0,83.0,2075.0,15.9,77,dodge colt m/m,True,False,False
0.5585106382978723,4,97.0,67.0,1985.0,16.4,77,subaru dl,False,False,True
0.5718085106382979,4,97.0,78.0,2190.0,14.1,77,volkswagen dasher,False,True,False
0.3457446808510638,6,146.0,97.0,2815.0,14.5,77,datsun 810,False,False,True
0.3324468085106383,4,121.0,110.0,2600.0,12.8,77,bmw 320i,False,True,False
0.3324468085106383,3,80.0,110.0,2720.0,13.5,77,mazda rx-4,False,False,True
0.9069148936170213,4,90.0,48.0,1985.0,21.5,78,volkswagen rabbit custom diesel,False,True,False
0.7207446808510638,4,98.0,66.0,1800.0,14.4,78,ford fiesta,True,False,False
0.6329787234042552,4,78.0,52.0,1985.0,19.4,78,mazda glc deluxe,False,False,True
0.8085106382978723,4,85.0,70.0,2070.0,18.6,78,datsun b210 gx,False,False,True
0.7207446808510638,4,91.0,60.0,1800.0,16.4,78,honda civic cvcc,False,False,True
0.28989361702127653,8,260.0,110.0,3365.0,15.5,78,oldsmobile cutlass salon brougham,True,False,False
0.276595744680851,8,318.0,140.0,3735.0,13.2,78,dodge diplomat,True,False,False
0.2978723404255319,8,302.0,139.0,3570.0,12.8,78,mercury monarch ghia,True,False,False
0.2712765957446808,6,231.0,105.0,3535.0,19.2,78,pontiac phoenix lj,True,False,False
0.3058510638297872,6,200.0,95.0,3155.0,18.2,78,chevrolet malibu,True,False,False
0.2978723404255319,6,200.0,85.0,2965.0,15.8,78,ford fairmont (auto),True,False,False
0.42819148936170215,4,140.0,88.0,2720.0,15.4,78,ford fairmont (man),True,False,False
0.3058510638297872,6,225.0,100.0,3430.0,17.2,78,plymouth volare,True,False,False
0.276595744680851,6,232.0,90.0,3210.0,17.2,78,amc concord,True,False,False
0.30851063829787234,6,231.0,105.0,3380.0,15.8,78,buick century special,True,False,False
0.31382978723404253,6,200.0,85.0,3070.0,16.7,78,mercury zephyr,True,False,False
0.25531914893617025,6,225.0,110.0,3620.0,18.7,78,dodge aspen,True,False,False
0.2420212765957447,6,258.0,120.0,3410.0,15.1,78,amc concord d/l,True,False,False
0.2712765957446808,8,305.0,145.0,3425.0,13.2,78,chevrolet monte carlo landau,True,False,False
0.23138297872340421,6,231.0,165.0,3445.0,13.4,78,buick regal sport coupe (turbo),True,False,False
0.2420212765957447,8,302.0,139.0,3205.0,11.2,78,ford futura,True,False,False
0.22606382978723402,8,318.0,140.0,4080.0,13.7,78,dodge magnum xe,True,False,False
0.5585106382978723,4,98.0,68.0,2155.0,16.5,78,chevrolet chevette,True,False,False
0.4920212765957447,4,134.0,95.0,2560.0,14.2,78,toyota corona,False,False,True
0.4840425531914893,4,119.0,97.0,2300.0,14.7,78,datsun 510,False,False,True
0.5824468085106382,4,105.0,75.0,2230.0,14.5,78,dodge omni,True,False,False
0.3218085106382979,4,134.0,95.0,2515.0,14.8,78,toyota celica gt liftback,False,False,True
0.37765957446808507,4,156.0,105.0,2745.0,16.7,78,plymouth sapporo,True,False,False
0.39361702127659576,4,151.0,85.0,2855.0,17.6,78,oldsmobile starfire sx,True,False,False
0.39627659574468077,4,119.0,97.0,2405.0,14.9,78,datsun 200-sx,False,False,True
0.300531914893617,5,131.0,103.0,2830.0,15.9,78,audi 5000,False,True,False
0.2127659574468085,6,163.0,125.0,3140.0,13.6,78,volvo 264gl,False,True,False
0.3351063829787234,4,121.0,115.0,2795.0,15.7,78,saab 99gle,False,True,False
0.19148936170212763,6,163.0,133.0,3410.0,15.8,78,peugeot 604sl,False,True,False
0.5984042553191489,4,89.0,71.0,1990.0,14.9,78,volkswagen scirocco,False,True,False
0.5452127659574468,4,98.0,68.0,2135.0,16.6,78,honda accord lx,False,False,True
0.3324468085106383,6,231.0,115.0,3245.0,15.4,79,pontiac lemans v6,True,False,False
0.2872340425531915,6,200.0,85.0,2990.0,18.2,79,mercury zephyr 6,True,False,False
0.3537234042553192,4,140.0,88.0,2890.0,17.3,79,ford fairmont 4,True,False,False
0.2978723404255319,6,232.0,90.0,3265.0,18.2,79,amc concord dl 6,True,False,False
0.30851063829787234,6,225.0,110.0,3360.0,16.6,79,dodge aspen 6,True,False,False
0.2127659574468085,8,305.0,130.0,3840.0,15.4,79,chevrolet caprice classic,True,False,False
0.22872340425531917,8,302.0,129.0,3725.0,13.4,79,ford ltd landau,True,False,False
0.19946808510638298,8,351.0,138.0,3955.0,13.2,79,mercury grand marquis,True,False,False
0.24468085106382975,8,318.0,135.0,3830.0,15.2,79,dodge st. regis,True,False,False
0.21010638297872336,8,350.0,155.0,4360.0,14.9,79,buick estate wagon (sw),True,False,False
0.1728723404255319,8,351.0,142.0,4054.0,14.3,79,ford country squire (sw),True,False,False
0.2712765957446808,8,267.0,125.0,3605.0,15.0,79,chevrolet malibu classic (sw),True,False,False
0.2526595744680851,8,360.0,150.0,3940.0,13.0,79,chrysler lebaron town @ country (sw),True,False,False
0.6090425531914893,4,89.0,71.0,1925.0,14.0,79,vw rabbit custom,False,True,False
0.6675531914893618,4,86.0,65.0,1975.0,15.2,79,maxda glc deluxe,False,False,True
0.7101063829787234,4,98.0,80.0,1915.0,14.4,79,dodge colt hatchback custom,True,False,False
0.4893617021276595,4,121.0,80.0,2670.0,15.0,79,amc spirit dl,True,False,False
0.4361702127659574,5,183.0,77.0,3530.0,20.1,79,mercedes benz 300d,False,True,False
0.3723404255319149,8,350.0,125.0,3900.0,17.4,79,cadillac eldorado,True,False,False
0.4840425531914893,4,141.0,71.0,3190.0,24.8,79,peugeot 504,False,True,False
0.39627659574468077,8,260.0,90.0,3420.0,22.2,79,oldsmobile cutlass salon brougham,True,False,False
0.6702127659574468,4,105.0,70.0,2200.0,13.2,79,plymouth horizon,True,False,False
0.6781914893617021,4,105.0,70.0,2150.0,14.9,79,plymouth horizon tc3,True,False,False
0.6063829787234043,4,85.0,65.0,2020.0,19.2,79,datsun 210,False,False,True
0.752659574468085,4,91.0,69.0,2130.0,14.7,79,fiat strada custom,False,True,False
0.5159574468085106,4,151.0,90.0,2670.0,16.0,79,buick skylark limited,True,False,False
0.526595744680851,6,173.0,115.0,2595.0,11.3,79,chevrolet citation,True,False,False
0.4734042553191489,6,173.0,115.0,2700.0,12.9,79,oldsmobile omega brougham,True,False,False
0.651595744680851,4,151.0,90.0,2556.0,13.2,79,pontiac phoenix,True,False,False
0.8643617021276595,4,98.0,76.0,2144.0,14.7,80,vw rabbit,False,True,False
0.773936170212766,4,89.0,60.0,1968.0,18.8,80,toyota corolla tercel,False,False,True
